StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,1.1,1.2,1.3,1.4,2.1,2.2,2.3,2.4,2.5,2.5_5_TEXT,2.6,2.7,2.7_6_TEXT,2.8,2.9,2.10,2.10_8_TEXT,2.11,2.11_7_TEXT,2.12,2.12_10_TEXT,2.13,2.13_7_TEXT,2.14,2.14_5_TEXT,2.15,2.16,2.16_7_TEXT,2.17,2.18,2.19,2.19,2.19,2.20,2.20_5_TEXT,2.21,2.21_9_TEXT,3.1,3.1_1_TEXT,3.2,3.2_8_TEXT,3.3,3.3_7_TEXT,3.4,3.5,3.6,3.7,3.8,3.9,3.10,3.11,3.12,3.13,3.13_8_TEXT,3.14,3.14_7_TEXT,3.15,3.16,3.16_6_TEXT,3.17,3.17_7_TEXT,3.18,3.19,3.20,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,4.10,4.10_1_TEXT,4.11,4.12,4.13,4.14,4.15,4.16,4.17,4.18,4.19,4.20,4.21,4.21_5_TEXT,4.22,5.23,4.24,4.25,4.26,4.27,4.28,4.29,4.30,5.1,5.1_5_TEXT,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,5.10,5.11,5.12,5.12_6_TEXT,5.13,5.14,5.15,5.16,6.1,6.2,6.3,6.4,7.1,7.2,7.3,7.4,7.5,7.6,7.7,7.8,7.9,7.9_6_TEXT,7.10,7.11,7.12,7.13,7.14,7.15,7.16,7.17,8.1,8.2,8.3,8.4,8.5,8.6,8.7,8.8,8.9,9.1,9.2,9.3,9.4,9.5,9.6,9.7,9.8,9.9
2025-04-26 21:15:42,2025-04-26 21:26:49,IP Address,162.246.65.46,100,666,True,2025-04-26 21:26:49,R_3349rmHGMmFEv1z,,,,,36.6063,-118.0646,anonymous,EN,02,120,09,19/03/2025,21,Male,No,,,,,Christian,,I am unemployed and seeking a job,Single,Carpet,,Cement,,,,,,My household has a shower/bathing area,,2,Petty business,,More than 3 meals,NGO support,,Once or twice a week,Once or twice a week,In the house,,Gas,,No,,,,,,,,,,Yes,17,Yes,,No,,,,,,At home,,,,Yes,No,No,No,,,,,,,Yes,,No,,,No,,,No,,,,,,,,,Private health facility,Yes,No,,,,,,At home,,No,No,No,No,No,No,No,No,,,,,No,No,"No, having a child(ren) did not affect my mental health",No,,,No,Yes,No,No,13-16 years old,No,Do not wish to answer,,None of them,,,,No,15-17 years old,After 26 years old,,,,,,,,Disagree,Strongly agree,Disagree,Agree,,,,Not at all,Not at all,,,Not at all,,,,
2025-04-26 21:26:19,2025-04-26 21:30:41,IP Address,162.246.65.46,100,262,True,2025-04-26 21:30:42,R_3WvTCv79swGWdW6,,,,,36.6063,-118.0646,anonymous,EN,05,469,30,19/03/2025,17,Male,Yes,Secondary 1,,,,Pagen,,I am unemployed and not seeking a job,Single,Tiles,,Plastic,,Shared flush/pour flush to latrine,,Public tap,,I pay to use a public shower/bathing facility,,4,Wage employment,,2 meals,Purchased at market,Daily,Rarely,Daily,In the house,,Coal/Charcoal,,Yes,,Disposable pad,,Local market,,Sometimes,Yes,Yes,Yes,No,,,,Yes,My school,,,,No,,,The pregnancy was unintended,,Yes,No,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,No,No,,Yes,13-16 years old,"Large problem, many people drink too much",Few,Yes,Traumatic experience,,Yes,Don't know,After 26 years old,After 23 years old,Yes,Yes,Yes,Yes,"Yes, we all have the same amount of work",Yes,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Some days,Some days,Not at all,Some days,More than half the days,More than half the days,Some days,Not at all,Some days
2025-04-26 21:27:07,2025-04-26 21:34:25,IP Address,162.246.65.46,100,438,True,2025-04-26 21:34:26,R_6J6mTVhVGBH4Ic9,,,,,36.6063,-118.0646,anonymous,EN,02,121,09,,20,Male,Yes,Secondary 5,Government school,,,Christian,,I am employed and in school,Single,Tiles,,Cement,,Shared fresh life toilet,,Piped water into dweling,,My household has a shower/bathing area,,4,Petty business,,More than 3 meals,Purchased at market,Daily,Once or twice a week,Once or twice a week,In the house,,Gas,,No,,,,,,,,,,No,,No,,Yes,From an NGO,,I am not sexually active,,Do not wish to answer,,,The pregnancy was unintended,,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,No,No,,Yes,13-16 years old,"Not a problem, people in my community do not drink too much",Few,Yes,Traumatic experience,,Yes,<15 years old,After 26 years old,After 23 years old,Yes,Yes,Yes,Yes,"No, the girls have to do more housework than the boys in the household",Yes,Agree,Neither agree nor disagree,Disagree,Strongly disagree,Disagree,Agree,Strongly disagree,Some days,Some days,Some days,Some days,Some days,Some days,Some days,Some days,Not at all
2025-04-26 21:30:47,2025-04-26 21:34:52,IP Address,162.246.65.46,100,244,True,2025-04-26 21:34:53,R_6lXnfw2Ug0v72xP,,,,,36.6063,-118.0646,anonymous,EN,05,468,30,19/03/2025,14,Female,Yes,Primary 5,Government school,,,Christian,,I am in school only,Single,Tiles,,Sheet metal,,Shared pit latrine,,Public tap,,I buy water to bathe in my house,,7,Wage employment,,2 meals,Homegrown,Daily,Rarely,Daily,In the house,,Gas,,No,,,,,,,,,,Yes,14,Yes,Because of peer pressure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,No,No,,Yes,13-16 years old,"Large problem, many people drink too much",Most,Yes,Witchcraft,,Yes,<15 years old,19-22 years old,19-22 years old,Yes,Yes,Yes,Yes,"Yes, we all have the same amount of work",Yes,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Disagree,Disagree,Not at all,Some days,Some days,More than half the days,Some days,Some days,Not at all,Some days,Some days
2025-04-26 21:35:02,2025-04-26 21:42:12,IP Address,162.246.65.46,100,429,True,2025-04-26 21:42:12,R_3gAwSWysnGHfI5G,,,,,36.6063,-118.0646,anonymous,EN,03,254,17,20/03/2025,18,Female,Yes,Primary 7,Government school,,,Christian,,I am in school only,Single,Wood/planks,,Wood/planks,,Shared pit latrine,,Public tap,,I share a shower/bathing are with my neighbor,,12,Relatives/Remittances,,2 meals,Purchased at market,Never,,,In the house,,Coal/Charcoal,,Yes,13,Reusable pad,,From a friend,,Sometimes,No,Yes,Yes,No,,No,,No,,,,,No,Don't know,,Do not wish to answer,,No,No,No,Not sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,"Yes, we all have the same amount of work",,,,,,,,,,,,,,,,,
2025-04-26 21:42:15,2025-04-26 21:45:17,IP Address,162.246.65.46,100,181,True,2025-04-26 21:45:17,R_5R7Cz2dflzmkxez,,,,,36.6063,-118.0646,anonymous,EN,03,253,17,20/03/2025,18,Female,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Reusable pad,,Local market,,Rarely,Yes,No,Yes,No,,,,Yes,From an NGO,,,,No,Don't know,,Do not wish to answer,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,"No, the girls have to do more housework than the boys in the household",No,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Agree,Neither agree nor disagree,,Some days,More than half the days,Some days,Not at all,,Nearly every day,Some days,Nearly every day,Not at all
2025-04-26 21:45:25,2025-04-26 21:47:58,IP Address,162.246.65.46,100,153,True,2025-04-26 21:47:59,R_5B5nqar0WFOKnLQ,,,,,36.6063,-118.0646,anonymous,EN,03,252,17,20/03/2025,18,Female,No,,,,,Christian,,I am employed,Single,Cement,,Plastic,,,,Piped water into dweling,,I buy water to bathe in my house,,,Wage employment,,2 meals,Purchased at market,,,,In the house,,Gas,,Yes,,Reusable pad,,Local market,,Rarely,No,No,No,No,,,,No,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,,,,,,,,,,
2025-04-26 21:39:47,2025-04-26 21:54:00,IP Address,162.246.65.46,100,853,True,2025-04-26 21:54:01,R_7amG6bmv7D1cIRW,,,,,36.6063,-118.0646,anonymous,EN,02,122,09,,20,Male,No,,,,Secondary 4,Muslim,,I am unemployed and seeking a job,Currently have a boyfriend or girlfriend,"Earth, sand",,Sheet metal,,Own fresh life toilet,,Public tap,,I buy water to bathe in my house,,4,"Organizational support (food aid, NGO, etc)",,2 meals,Purchased at market,Daily,,,In the house,,Electricity,,No,,,,,,,,,,Yes,17,Yes,Do not wish to answer,No,,,"Yes, I use condoms,No, I do not use protection",,No,,,Family pressure,,Yes,No,No,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,"Yes, every day",Yes,13-16 years old,Yes,13-16 years old,"A small problem, a few people drink too much",Few,No,Chemicals/hormone imbalances in the body,,No,15-17 years old,23-26 years old,After 23 years old,Yes,Yes,Yes,,,,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Disagree,Not at all,Not at all,Some days,Some days,Not at all,Some days,Some days,Not at all,Not at all
2025-04-26 21:48:06,2025-04-26 21:54:44,IP Address,162.246.65.46,100,397,True,2025-04-26 21:54:44,R_1AlHgI4ipIOxytH,,,,,36.6063,-118.0646,anonymous,EN,03,251,17,20/03/2025,22,Female,No,,,,,Christian,,I am unemployed and seeking a job,Single,Cement,,Sheet metal,,Shared fresh life toilet,,Public tap,,I buy water to bathe in my house,,8,Petty business,,2 meals,Purchased at market,Rarely,Rarely,Daily,In the house,,Coal/Charcoal,,Yes,,Disposable pad,,Local market,,Sometimes,Yes,Yes,Yes,No,,No,,Yes,From an NGO,,,,Yes,At a private health clinic,,"They cannot afford a child,Family pressure,They wanted to stay in school,Fear of judgment from their family or community",,Yes,No,No,,,,,,,,Yes,18,No,,1,No,4,Yes,,Yes,Yes,No,No,Yes,"Because of my age,Because of my income status,Because of my relationship status",,Yes,Government health facility,Yes,Yes,No,"Yes, it negatively impacted my mental health",No,No,Yes,Government health facility,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,6 months,Yes,"By myself ,With my siblings,With my parents",,No,No,"Yes, it negatively impacted my mental health",Yes,Yes,"Yes,Do not wish to answer",Yes,Yes,No,No,,Yes,16-20 years old,"Large problem, many people drink too much",Few,No,"Traumatic experience,Family history",,Yes,>18 years old,After 26 years old,After 23 years old,Yes,Yes,Yes,No,"No, the girls have to do more housework than the boys in the household",Yes,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Some days,More than half the days,Some days,Some days,Some days,Nearly every day,Some days,More than half the days,More than half the days
2025-04-26 21:55:26,2025-04-26 22:04:42,IP Address,162.246.65.46,100,555,True,2025-04-26 22:04:42,R_1NEpVTlkDEZojyV,,,,,36.6063,-118.0646,anonymous,EN,04,311,20,19/03/2025,18,Female,No,,,,,Christian,,I am unemployed and not seeking a job,Single,Tiles,,Sheet metal,,Shared fresh life toilet,,Public tap,,I buy water to bathe in my house,,,Wage employment,,3 meals,Purchased at market,Daily,Daily,Once or twice a week,In the house,,Gas,,Yes,16,Disposable pad,,Local market,,Sometimes,No,Yes,Sometimes,Do not wish to answer,,,,,,,,,,,,,,No,No,Do not wish to answer,Not sure,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Do not wish to answer,Yes,No,,,No,,"Large problem, many people drink too much",Don't know,Don't know,Traumatic experience,,Yes,Don't know,Don’t know,,Don’t know,Yes,Yes,Don't Know,"No, the girls have to do more housework than the boys in the household",No,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Some days,Not at all,Some days,Not at all,Not at all,Some days,Some days,More than half the days,Not at all
2025-04-26 22:04:46,2025-04-26 22:09:58,IP Address,162.246.65.46,100,311,True,2025-04-26 22:09:59,R_7InpGDoPX0UvJtB,,,,,36.6063,-118.0646,anonymous,EN,04,306,20,19/03/2025,18,Female,Yes,Secondary 3,Private school,,,Christian,,I am in school only,Single,"Earth, sand",,Sheet metal,,Shared pit latrine,,Public tap,,I share a shower/bathing are with my neighbor,,,Petty business,,2 meals,Combination of home garden and local market,Once or twice a week,Never,Rarely,In the house,,Kerosene,,Yes,16,Disposable pad,,Local market,,Sometimes,Yes,Yes,No,Yes,16,No,For pleasure,Yes,At an afterschool club,,I am not sexually active,,No,Do not wish to answer,,Do not wish to answer,,Yes,No,No,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,,No,,"Large problem, many people drink too much",Few,No,Traumatic experience,,No,Don't know,Don’t know,,No,Don’t know,Yes,Yes,"Yes, we all have the same amount of work",No,Strongly disagree,Agree,Disagree,Strongly disagree,Agree,Disagree,Disagree,Not at all,Some days,Some days,Not at all,Not at all,Not at all,Some days,Not at all,Not at all
2025-04-26 21:54:41,2025-04-26 22:11:31,IP Address,162.246.65.46,100,1009,True,2025-04-26 22:11:32,R_56dPmnu0k92LAqJ,,,,,36.6063,-118.0646,anonymous,EN,05,474,30,19/03/2025,21,Female,No,,,,Secondary 4,Christian,,I am unemployed and seeking a job,Single,Cement,,Cement,,Shared pit latrine,,Public tap,,I buy water to bathe in my house,,5,,,3 meals,Purchased at market,Daily,Once or twice a week,Once or twice a week,In the house,,Coal/Charcoal,,No,,,,,,,,,,No,,Do not wish to answer,,,My parents,,,,No,,,Family pressure,,No,No,Do not wish to answer,Yes,Yes,Yes,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Do not wish to answer,No,No,No,,No,,Don’t know,Few,Don't know,Witchcraft,,No,Don't know,Don’t know,,,Don’t know,Don't know,Don't Know,Don’t know,No,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Not at all,Some days,Some days,Some days,Not at all,Some days,Some days,Not at all,Some days
2025-04-26 22:10:08,2025-04-26 22:14:54,IP Address,162.246.65.46,100,286,True,2025-04-26 22:14:55,R_7WXLyMSex8wDttf,,,,,36.6063,-118.0646,anonymous,EN,04,304,20,19/03/2025,13,Female,Yes,Primary 7,Government school,,,Christian,,I am unemployed and not seeking a job,Single,Carpet,,Sheet metal,,Shared pit latrine,,Public tap,,I buy water to bathe in my house,,6,Petty business,,3 meals,Purchased at market,Daily,Once or twice a week,Daily,In the house,,Gas,,Yes,,Disposable pad,,Local market,,Sometimes,No,No,Sometimes,Do not wish to answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Do not wish to answer,Yes,No,,,,,"A small problem, a few people drink too much",Don't know,Don't know,,,Yes,Don't know,Don’t know,,Don’t know,Don’t know,Don't know,Don't Know,"No, the girls have to do more housework than the boys in the household",No,Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Agree,Neither agree nor disagree,Disagree,Not at all,Not at all,Not at all,Not at all,Not at all,Some days,Not at all,Not at all,Not at all
2025-04-26 22:12:01,2025-04-26 22:23:38,IP Address,162.246.65.46,100,697,True,2025-04-26 22:23:38,R_7yg8ohtmoeSOFTt,,,,,36.6063,-118.0646,anonymous,EN,05,473,30,19/03/2025,20,Male,No,,,,,,,,,,,Sheet metal,,Shared flush/pour flush to latrine,,Public tap,,I buy water to bathe in my house,,,Wage employment,,2 meals,,Daily,Rarely,Once or twice a week,In the house,,Gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,"Yes, 1-3 times a week",No,13-16 years old,Yes,13-16 years old,"A small problem, a few people drink too much",Few,No,God’s will,,Yes,15-17 years old,19-22 years old,19-22 years old,,,,,,,Strongly agree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Some days,More than half the days,Not at all,Some days,Some days,Nearly every day,Nearly every day,More than half the days,Some days
2025-04-27 06:48:33,2025-04-27 06:59:13,IP Address,162.246.65.46,100,640,True,2025-04-27 06:59:14,R_6M5q1Jm3Mv6X1hY,,,,,36.6063,-118.0646,anonymous,EN,05,472,36,19/03/2025,20,Male,,,,,,Christian,,I am unemployed and seeking a job,Married,Cement,,Sheet metal,,Shared flush/pour flush to latrine,,Public tap,,I buy water to bathe in my house,,7,Petty business,,2 meals,Purchased at market,Rarely,Rarely,Daily,In the house,,Coal/Charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,"Yes, 1-3 times a week",Yes,16-20 years old,Yes,16-20 years old,"Large problem, many people drink too much",Most,Yes,Witchcraft,,Yes,Don't know,After 26 years old,After 23 years old,No,Yes,Yes,Yes,"Yes, we all have the same amount of work",No,Disagree,Disagree,Disagree,Disagree,Agree,Strongly disagree,Disagree,Not at all,Some days,Some days,More than half the days,Not at all,Some days,Some days,Nearly every day,Some days
2025-04-27 08:02:45,2025-04-27 08:10:30,IP Address,162.246.65.46,100,465,True,2025-04-27 08:10:30,R_3s5sEEtM3mwkIS7,,,,,36.6063,-118.0646,anonymous,EN,04,20,303,20/03/2025,21,Female,No,,,,Post secondary education,Christian,,I am unemployed and seeking a job,Single,"Earth, sand",,Sheet metal,,Shared pit latrine,,Public tap,,I buy water to bathe in my house,,,Wage employment,,1 meal,Purchased at market,Daily,Never,Daily,In the house,,Coal/Charcoal,,Yes,,Disposable pad,,Local market,,Often,Yes,Yes,Yes,Do not wish to answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,No,,,,,"Large problem, many people drink too much",Don't know,No,,,Yes,>18 years old,23-26 years old,After 23 years old,Yes,No,Yes,No,"No, the girls have to do more housework than the boys in the household",No,Strongly disagree,Strongly disagree,Neither agree nor disagree,Disagree,Agree,Strongly disagree,Strongly disagree,Not at all,Not at all,Not at all,Not at all,Some days,Not at all,Not at all,Not at all,Not at all
2025-04-27 08:11:02,2025-04-27 08:17:32,IP Address,162.246.65.46,100,389,True,2025-04-27 08:17:32,R_7kNZLCWrymtTC0X,,,,,36.6063,-118.0646,anonymous,EN,04,310,20,19/03/2025,17,Female,Yes,Secondary 2,Government school,,Secondary 2,Christian,,I am unemployed and not seeking a job,Single,Carpet,,Sheet metal,,Shared fresh life toilet,,Public tap,,I buy water to bathe in my house,,4,Petty business,,3 meals,Purchased at market,Daily,Once or twice a week,Daily,In the house,,Gas,,Yes,,Disposable pad,,Local market,,Often,Yes,No,No,Do not wish to answer,,,,,,,Do not wish to answer,,Do not wish to answer,Do not wish to answer,,Do not wish to answer,,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Do not wish to answer,Yes,No,No,,,,"Large problem, many people drink too much",Don't know,Don't know,,,,Don't know,Don’t know,,Don’t know,Yes,,,"No, the girls have to do more housework than the boys in the household",No,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly disagree,Strongly disagree,Not at all,Not at all,Some days,Not at all,Some days,Not at all,Not at all,Not at all,Not at all
2025-04-27 08:17:54,2025-04-27 08:24:24,IP Address,162.246.65.46,100,390,True,2025-04-27 08:24:25,R_5Pdw3qN2fQmz9xu,,,,,36.6063,-118.0646,anonymous,EN,04,302,20,19/03/2025,21,Female,No,,,,Post secondary education,Christian,,I am unemployed and seeking a job,Single,Tiles,,Sheet metal,,Shared fresh life toilet,,Public tap,,I buy water to bathe in my house,,6,Wage employment,,2 meals,Purchased at market,Daily,Once or twice a week,Daily,In the house,,Electricity,,Yes,,Disposable pad,,Local market,,Sometimes,No,No,Sometimes,,,,,,,,,,,,,,,Yes,Yes,Do not wish to answer,Not sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,No,No,,No,,"A small problem, a few people drink too much",Don't know,No,,,Yes,>18 years old,23-26 years old,After 23 years old,No,Yes,Yes,No,"No, the girls have to do more housework than the boys in the household",,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,More than half the days,Not at all,Not at all,Some days,Not at all,Not at all,Not at all,Some days,Not at all
2025-04-27 08:26:12,2025-04-27 08:32:32,IP Address,162.246.65.46,100,380,True,2025-04-27 08:32:33,R_5N2OM65ahufLGla,,,,,36.6063,-118.0646,anonymous,EN,04,322,21,19/03/2025,21,Male,No,,,,Post secondary education,Christian,,I am unemployed and seeking a job,Currently have a boyfriend or girlfriend,Cement,,Wood/planks,,Shared flush/pour flush to piped sewer system,,Piped water into dweling,,I pay to use a public shower/bathing facility,,2,Relatives/Remittances,,1 meal,Purchased at market,Rarely,Rarely,Daily,I buy food outside of my house,,Gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,"Yes, every day",Yes,16-20 years old,Yes,16-20 years old,"Large problem, many people drink too much",Few,Yes,"Witchcraft,God’s will,Traumatic experience,Family history",,,,After 26 years old,After 23 years old,Yes,Yes,Yes,No,"Yes, we all have the same amount of work",No,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Some days,Some days,Some days,Some days,Some days,Some days,Some days,Some days,Not at all
2025-04-27 08:33:30,2025-04-27 08:40:28,IP Address,162.246.65.46,100,418,True,2025-04-27 08:40:29,R_1O9DKLNwN4dHh0l,,,,,36.6063,-118.0646,anonymous,EN,04,324,21,19/03/2025,19,Female,,,Private school,,Post secondary education,Christian,,I am unemployed and seeking a job,Single,Cement,,Sheet metal,,Shared flush/pour flush to piped sewer system,,Public tap,,I pay to use a public shower/bathing facility,,,Petty business,,2 meals,Purchased at market,Rarely,Rarely,Daily,In the house,,Gas,,Yes,16,"Reusable pad,Disposable pad,Cloth",,Local market,,,,,,,,,,Yes,"My school,My friends,My parents,At an afterschool club",,"Yes, I use condoms,Yes, I am on the birth control pill,Yes, I track my menstrual cycle",,No,Do not wish to answer,,Do not wish to answer,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Do not wish to answer,No,No,No,,,,"Large problem, many people drink too much",Few,Yes,"Witchcraft,God’s will,Chemicals/hormone imbalances in the body,Traumatic experience",,No,Don't know,After 26 years old,19-22 years old,Yes,Yes,No,No,"Yes, we all have the same amount of work",Yes,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Some days,Some days,Some days,Some days,Some days,Some days,Some days,Some days,Not at all
